id,budget,genres,title,popularity,release-date,revenue,rating
708,61000000,['Action'],Maze Runner: The Scorch Trials,113.161483,2015-09-09,311256926,6.4
709,60000000,['Drama'],Eat Pray Love,28.800112,2010-08-12,204594016,5.8
710,60000000,"['Comedy', 'Drama', 'Romance', 'Fantasy']",The Family Man,19.705489,2000-12-12,0,6.5
711,58000000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",RED,41.430245,2010-10-13,71664962,6.6
712,55000000,['Drama'],Any Given Sunday,23.127561,1999-12-16,100230832,6.8
713,60000000,"['Drama', 'Romance']",The Horse Whisperer,12.867352,1998-05-14,186883563,6.7
714,65000000,"['Drama', 'Crime', 'Thriller']",Collateral,44.815022,2004-08-04,217764291,7.0
715,60000000,"['Action', 'Fantasy', 'Adventure']",The Scorpion King,37.537093,2002-04-16,165333180,5.3
716,60000000,"['Drama', 'Action', 'Thriller']",Ladder 49,10.99991,2004-10-01,74541707,6.2
717,60000000,"['Crime', 'Drama', 'Thriller']",Jack Reacher,56.868399,2012-12-20,218340595,6.3
718,60000000,"['Action', 'Science Fiction', 'Thriller']",Deep Blue Sea,22.991269,1999-07-28,73648228,5.6
719,60000000,"['Music', 'Documentary']",Michael Jackson's This Is It,15.798622,2009-10-28,0,6.7
720,60000000,"['Drama', 'Thriller', 'Science Fiction']",Contagion,38.820858,2011-09-08,137551594,6.2
721,0,"['Comedy', 'Adventure', 'Crime']",Kangaroo Jack,10.292864,2003-01-17,0,4.3
722,60000000,"['Animation', 'Family']",Coraline,51.146047,2009-02-05,124596398,7.3
723,60000000,"['Thriller', 'Science Fiction']",The Happening,20.501582,2008-06-11,163403799,4.9
724,70000000,"['Action', 'Drama', 'Thriller', 'Crime']",Man on Fire,45.299089,2004-04-23,130293714,7.3
725,50000000,"['Comedy', 'Family']",The Shaggy Dog,4.280619,2006-03-09,61112916,4.5
726,60000000,"['Comedy', 'Crime']",Starsky & Hutch,28.848842,2004-03-05,170268750,5.6
727,60000000,"['Family', 'Comedy']",Jingle All the Way,22.501041,1996-11-15,129832389,5.5
728,66000000,"['Fantasy', 'Action', 'Science Fiction']",Hellboy,47.479755,2004-04-02,99318987,6.5
729,70000000,['Drama'],A Civil Action,10.147321,1998-03-05,56702901,6.1
730,60000000,"['Family', 'Animation', 'Adventure', 'Comedy']",ParaNorman,39.539045,2012-08-03,107139399,6.7
731,60000000,"['Action', 'Thriller', 'Adventure', 'Crime']",The Jackal,19.747459,1997-11-14,159330280,6.1
732,60000000,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",Paycheck,29.018826,2003-12-25,96269812,5.9
733,60000000,"['Drama', 'Romance']",Up Close & Personal,4.801849,1996-03-01,0,5.9
734,60000000,"['Adventure', 'Animation', 'Family']",The Tale of Despereaux,16.493576,2008-12-19,50877145,5.8
735,0,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",The Tuxedo,21.549232,2002-09-27,0,5.3
736,60000000,"['Action', 'Thriller']",Under Siege 2: Dark Territory,13.080725,1995-07-13,104324083,5.6
737,60000000,"['Action', 'Drama', 'Thriller']",Jack Ryan: Shadow Recruit,42.538258,2014-01-15,50549107,5.9
738,60000000,"['Drama', 'Comedy']",Joy,29.876507,2015-12-24,101134059,6.4
739,60000000,"['Action', 'Crime', 'Thriller']",London Has Fallen,61.849521,2016-03-02,205754447,5.8
740,70000000,"['Science Fiction', 'Horror', 'Action']",Alien: Resurrection,37.44963,1997-11-12,162000000,5.9
741,61000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",Shooter,37.378081,2007-03-22,95696996,6.9
742,60000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",The Boxtrolls,30.656345,2014-09-10,108255770,6.6
743,75000000,"['Drama', 'Fantasy', 'Comedy']",Practical Magic,15.142701,1998-10-16,46683377,6.3
744,60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",The Lego Movie,59.547928,2014-02-06,469160692,7.5
745,0,"['Action', 'Comedy']",Miss Congeniality 2: Armed and Fabulous,19.998581,2005-03-11,0,5.3
746,60000000,"['Adventure', 'Action', 'Fantasy']",Reign of Fire,27.615108,2002-07-12,43061982,6.0
747,60000000,"['Crime', 'Drama', 'Action', 'Thriller']",Gangster Squad,29.041198,2013-01-10,105200903,6.2
748,60000000,"['Comedy', 'Adventure']",Year One,25.293538,2009-06-18,62357900,4.6
749,60000000,"['Drama', 'History']",Invictus,23.85119,2009-12-10,122233971,7.0
750,60000000,['Action'],State of Play,21.685719,2009-04-17,87784194,6.7
751,78146652,"['Romance', 'Comedy', 'Crime']",Duplicity,13.630049,2009-03-19,60000000,5.7
752,65000000,"['Comedy', 'Drama', 'Family', 'Science Fiction']",My Favorite Martian,6.80692,1999-02-11,36850101,5.1
753,60000000,"['Action', 'Thriller', 'Crime']",The Sentinel,15.352807,2006-04-19,77920346,5.8
754,70000000,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']",Planet 51,23.661071,2009-11-19,104945765,5.6
755,60000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Star Trek: Nemesis,21.605533,2002-12-13,67312826,6.1
756,60000000,"['Crime', 'Comedy', 'Romance']",Intolerable Cruelty,22.620125,2003-09-02,119940815,5.8
757,0,"['Drama', 'Romance']",Trouble with the Curve,18.587114,2012-09-21,0,6.6
758,80000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",Edge of Darkness,24.657931,2010-01-29,74901339,6.2
759,60000000,"['Horror', 'Mystery', 'Thriller']",The Relic,12.621769,1997-01-10,33956608,5.8
760,60000000,"['Comedy', 'Crime']",Analyze That,21.08952,2002-12-06,55003135,5.7
761,60000000,"['Action', 'Crime', 'Drama', 'Thriller']",Righteous Kill,18.380176,2008-09-11,73174566,5.9
762,60000000,"['Action', 'Crime', 'Drama', 'Thriller']",Mercury Rising,18.877795,1998-04-03,0,6.0
763,60000000,['Drama'],The Soloist,17.299333,2009-04-24,31720158,6.6
764,80000000,"['Fantasy', 'Drama']",The Legend of Bagger Vance,16.848899,2000-11-02,39459427,6.3
765,60000000,"['Drama', 'Music']",Almost Famous,21.547446,2000-09-15,47383689,7.4
766,0,"['Animation', 'Comedy', 'Family']",Garfield: A Tail of Two Kitties,16.930969,2006-06-15,141702264,5.1
767,60000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",xXx: State of the Union,36.689223,2005-04-27,71073932,4.7
768,60000000,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']",Priest,28.350927,2011-05-05,78309131,5.4
769,60000000,"['Family', 'Animation', 'Adventure']",Sinbad: Legend of the Seven Seas,18.815442,2003-07-02,26288320,6.6
770,60000000,"['Horror', 'Science Fiction', 'Mystery']",Event Horizon,29.787135,1997-08-15,26673242,6.5
771,60000000,['Drama'],Dragonfly,8.927137,2002-02-22,52322400,6.1
772,50000000,['Drama'],The Black Dahlia,15.213484,2006-09-15,49111202,5.7
773,60000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",Flyboys,13.155999,2006-09-22,17800000,6.3
774,72000000,"['Action', 'Drama', 'Thriller']",The Last Castle,15.433244,2001-10-19,27642707,7.0
775,90000000,"['Horror', 'Science Fiction', 'Thriller']",Supernova,5.762037,2000-01-14,14828081,4.9
776,60000000,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Winter's Tale,22.736038,2014-02-13,30800231,6.0
777,60000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",The Mortal Instruments: City of Bones,45.514031,2013-08-21,90565421,6.2
778,60000000,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",Meet Dave,18.676291,2008-07-08,50650079,5.0
779,30000000,"['Drama', 'Horror', 'Thriller']",Dark Water,14.376463,2005-06-27,25473093,5.3
780,80000000,['Comedy'],Edtv,14.298297,1999-03-26,0,5.7
781,60000000,"['Adventure', 'Family', 'Fantasy']",Inkheart,27.018886,2008-12-11,57490374,6.0
782,60000000,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",The Spirit,14.84856,2008-12-25,39031337,4.7
783,60000000,"['Comedy', 'Adventure']",Mortdecai,52.417529,2015-01-21,30418560,5.4
784,60000000,"['Adventure', 'Fantasy', 'Action', 'Drama']",In the Name of the King: A Dungeon Siege Tale,15.406173,2007-11-29,0,4.1
785,35000000,"['Drama', 'Romance', 'Adventure', 'War']",Beyond Borders,6.523472,2003-10-23,0,6.7
786,68490000,"['Action', 'Adventure', 'Fantasy']",西游记之孙悟空三打白骨精,4.72629,2016-01-22,193677158,6.0
787,80000000,"['Action', 'History', 'War']",The Great Raid,8.923215,2005-08-12,10166502,6.8
788,58000000,"['Action', 'Adventure', 'Comedy']",Deadpool,514.569956,2016-02-09,783112979,7.4
789,60000000,"['Drama', 'Comedy']",Holy Man,9.265672,1998-10-08,0,4.9
790,58800000,"['War', 'Action']",American Sniper,87.53437,2014-12-11,542307423,7.4
791,58000000,"['Adventure', 'Horror', 'Comedy']",Goosebumps,45.351617,2015-08-05,158162788,6.2
792,58000000,"['Comedy', 'Fantasy', 'Romance']",Just Like Heaven,13.43573,2005-09-16,102854431,6.5
793,83000000,"['Science Fiction', 'Comedy', 'Family', 'Romance']",The Flintstones in Viva Rock Vegas,6.248309,2000-04-28,59468275,4.4
794,63000000,"['Action', 'Adventure', 'Thriller', 'War']",Rambo III,31.294717,1988-05-24,189015611,5.7
795,58000000,"['Comedy', 'Romance', 'Drama']",Leatherheads,7.739276,2008-03-24,41299492,5.7
796,60000000,"['Comedy', 'Western']",The Ridiculous 6,19.694695,2015-12-11,0,4.9
797,58000000,['Comedy'],Did You Hear About the Morgans?,14.403696,2009-12-17,85280250,5.1
798,58000000,['Comedy'],The Internship,1.551497,2013-06-07,44000000,6.1
799,60000000,"['Action', 'Adventure', 'Horror', 'Science Fiction']",Resident Evil: Afterlife,2.143764,2010-09-09,300228084,5.8
800,58000000,"['Drama', 'Action', 'Adventure', 'History', 'War']",Red Tails,12.29603,2012-01-19,50365377,5.9
801,57000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",The Devil's Advocate,33.8473,1997-10-17,152944660,7.2
802,70000000,['Comedy'],That's My Boy,21.723897,2012-06-14,58058367,5.5
803,57000000,['Fantasy'],DragonHeart,31.791979,1996-05-31,115267375,6.4
804,60000000,"['Action', 'Comedy', 'Crime', 'Drama']",After the Sunset,14.113066,2004-11-12,61347797,6.0
805,57000000,"['Action', 'Fantasy', 'Thriller']",Ghost Rider: Spirit of Vengeance,48.622278,2011-12-10,149217355,4.7
806,57000000,"['Drama', 'History', 'Romance']",Captain Corelli's Mandolin,9.061866,2001-08-17,62112895,5.5
807,56000000,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",The Pacifier,35.4763,2005-03-04,113006880,5.8
808,56000000,"['Adventure', 'Drama', 'Action', 'Thriller']",Walking Tall,23.438398,2004-04-02,57223890,6.0
809,55000000,"['Comedy', 'Drama', 'Romance']",Forrest Gump,138.133331,1994-07-06,677945399,8.2
810,60000000,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",Alvin and the Chipmunks,47.336034,2007-12-13,361366633,5.5
811,55000000,"['Comedy', 'Romance']",Meet the Parents,29.97224,2000-10-06,330444045,6.6
812,55000000,"['Adventure', 'Animation', 'Drama', 'Family']",Pocahontas,47.845589,1995-06-14,346079773,6.7
813,55000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Superman,48.507081,1978-12-13,300218018,6.9
814,54000000,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",The Nutty Professor,20.28119,1996-06-26,128769345,5.4
815,70000000,"['Comedy', 'Drama', 'Romance']",Hitch,34.576913,2005-02-10,368100420,6.4
816,55000000,"['Adventure', 'Comedy', 'Family', 'Romance']",George of the Jungle,22.573237,1997-07-15,0,5.4
817,55000000,"['Comedy', 'Romance']",American Wedding,36.194802,2003-08-01,231449203,6.0
818,55000000,"['Action', 'Drama', 'Thriller']",Captain Phillips,52.786917,2013-10-10,95000000,7.6
819,55000000,['Comedy'],Date Night,38.06168,2010-04-08,152263880,5.9
820,50000000,"['Fantasy', 'Comedy', 'Family']",Casper,19.830132,1995-05-26,287928194,6.0
821,55000000,"['Thriller', 'Action', 'Crime']",The Equalizer,79.922059,2014-09-24,192330738,7.1
822,55000000,"['Comedy', 'Drama', 'Romance']",Maid in Manhattan,19.738215,2002-12-13,154906693,5.6
823,53000000,"['Action', 'Thriller', 'Drama']",Crimson Tide,20.334629,1995-05-12,157387195,7.0
824,55000000,['Drama'],The Pursuit of Happyness,80.581367,2006-12-14,307077295,7.7
825,55000000,"['Thriller', 'Drama', 'Mystery']",Flightplan,32.05145,2005-09-22,223387299,6.1
826,55000000,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",Disclosure,15.064058,1994-12-09,214015089,5.9
827,55000000,"['Drama', 'Fantasy', 'Romance']",City of Angels,21.272734,1998-04-10,198685114,6.4
828,30000000,"['Action', 'Crime']",Kill Bill: Vol. 1,79.754966,2003-10-10,180949000,7.7
829,55000000,['Comedy'],Bowfinger,13.191829,1999-08-12,0,6.0
830,30000000,"['Action', 'Crime', 'Thriller']",Kill Bill: Vol. 2,50.622607,2004-04-16,152159461,7.6
831,55000000,"['Action', 'Adventure', 'Comedy']",Tango & Cash,22.787667,1989-12-22,63408614,6.1
832,55000000,"['Fantasy', 'Comedy']",Death Becomes Her,29.498304,1992-07-30,149022650,6.3
833,55000000,"['Adventure', 'Action', 'Comedy', 'Western']",Shanghai Noon,25.400935,2000-05-26,56932305,6.2
834,55000000,"['Action', 'Adventure', 'Drama', 'Thriller']",Executive Decision,17.231675,1996-03-15,121969216,5.8
835,55000000,"['Comedy', 'Family']",Mr. Popper's Penguins,32.835777,2011-06-17,187361754,5.7
836,55000000,"['Action', 'Adventure', 'Fantasy']",The Forbidden Kingdom,17.097041,2008-04-18,127906624,6.3
837,55000000,"['Animation', 'Comedy', 'Family']",Free Birds,14.414937,2013-10-30,110000000,5.7
838,50000000,"['Science Fiction', 'Action', 'Horror']",Alien³,45.856409,1992-05-22,159773545,6.2
839,55000000,"['History', 'Drama', 'Music']",Evita,7.027139,1996-12-14,141047179,5.9
840,55000000,"['Action', 'Thriller', 'Crime', 'Adventure']",Ronin,32.657488,1998-09-25,41610884,6.7
841,50000000,['Adventure'],The Ghost and the Darkness,12.46525,1996-10-11,75000000,6.4
842,55000000,"['Family', 'Comedy']",Paddington,39.882276,2014-11-27,259207227,7.0
843,68000000,['Comedy'],The Watch,39.395881,2012-07-26,68267862,5.3
844,55000000,"['Drama', 'Action', 'Thriller', 'Crime']",The Hunted,8.634954,2003-03-11,34234008,6.0
845,80000000,"['Drama', 'Mystery', 'Thriller']",Instinct,7.386394,1999-06-04,0,6.2
846,55000000,['Comedy'],Stuck on You,8.802525,2003-12-10,33828318,5.1
847,0,['Comedy'],Semi-Pro,10.449975,2008-02-28,33472850,5.4
848,60000000,"['Animation', 'Adventure', 'Family', 'Comedy']",The Pirates! In an Adventure with Scientists!,23.700759,2012-03-12,118338361,6.4
849,55000000,"['Crime', 'Drama', 'Mystery']",Changeling,27.50916,2008-01-30,113020255,7.3
850,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Chain Reaction,20.58862,1996-08-02,60209334,5.3
851,55000000,"['Drama', 'Mystery', 'Thriller']",The Fan,4.366488,1996-08-15,18626419,5.7
852,70000000,"['Thriller', 'Drama', 'Romance']",The Phantom of the Opera,18.927463,2004-12-08,154648887,7.0
853,55000000,"['Drama', 'History', 'Romance']",Elizabeth: The Golden Age,15.274137,2007-09-09,74237563,6.6
854,62000000,"['Action', 'Science Fiction']",Æon Flux,29.954302,2005-11-30,52304001,5.4
855,56000000,"['Drama', 'History', 'War']",Gods and Generals,4.362535,2003-02-21,12923936,6.1
856,55000000,"['Action', 'Thriller', 'Crime']",Turbulence,4.700024,1997-01-09,11466088,5.2
857,55000000,['Comedy'],Imagine That,12.340384,2009-06-19,0,5.7
858,50000000,"['Comedy', 'Adventure', 'Crime', 'Family']",Muppets Most Wanted,14.808304,2014-03-20,80383290,6.2
859,57000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",Thunderbirds,9.27875,2004-07-23,28283637,4.2
860,55000000,"['Drama', 'Romance']",Burlesque,22.863516,2010-11-23,89519773,6.9
861,47000000,['Drama'],Un long dimanche de fiançailles,23.05451,2004-10-26,0,7.1
862,2000000,"['Drama', 'Romance']",Lolita,23.962109,1962-06-13,9250000,7.3
863,55000000,"['Action', 'Thriller']",D-Tox,12.669778,2002-01-04,6416302,5.3
864,54000000,"['Fantasy', 'Horror', 'Action', 'Thriller']",Blade II,67.169587,2002-03-22,155010032,6.2
865,55000000,['Drama'],Seven Pounds,41.472404,2008-12-18,168167691,7.5
866,55000000,"['Action', 'Crime', 'Thriller']",Bullet to the Head,22.503935,2013-01-31,9489829,5.2
867,54000000,"['Crime', 'Drama', 'Thriller']",The Godfather: Part III,59.194915,1990-12-24,136766062,7.1
868,57000000,"['Comedy', 'Drama', 'Romance']",Elizabethtown,22.894898,2005-10-06,52034889,6.1
869,54000000,"['Comedy', 'Romance']","You, Me and Dupree",18.600367,2006-07-14,130431368,5.4
870,54000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Superman II,30.515175,1980-12-04,190458706,6.5
871,54000000,['Drama'],Gigli,9.053456,2003-08-01,7266209,3.5
872,55000000,"['Drama', 'Thriller']",All the King's Men,7.768223,2006-09-10,9450897,5.7
873,46000000,"['Action', 'Adventure', 'Crime', 'Thriller']",Shaft,19.643365,2000-06-15,107196498,5.5
874,53000000,"['Animation', 'Family']",Anastasia,45.565918,1997-11-20,139804348,7.4
875,52500000,"['Drama', 'Music', 'Romance']",Moulin Rouge!,57.374341,2001-03-09,179213434,7.4
876,75000000,"['Mystery', 'Thriller', 'Crime']",Domestic Disturbance,8.41856,2001-10-30,54249294,5.4
877,53000000,"['Crime', 'Drama']",Black Mass,46.049902,2015-09-04,98837872,6.3
878,90000000,"['War', 'Drama', 'History']",Flags of Our Fathers,23.9366,2006-10-18,65900249,6.7
879,53000000,"['Drama', 'Crime', 'Thriller']",Law Abiding Citizen,49.593978,2009-10-15,126690726,7.2
880,67000000,"['Thriller', 'Action', 'Horror']",Grindhouse,16.637642,2007-04-06,25037897,6.8
881,0,"['Drama', 'Thriller']",Beloved,1.453765,1998-10-16,0,5.9
882,0,"['Drama', 'Romance']",Lucky You,6.162872,2007-05-01,5761917,5.4
883,52000000,"['Drama', 'Crime']",Catch Me If You Can,73.944049,2002-12-25,352114312,7.7
884,40000000,"['Thriller', 'Drama', 'History']",Zero Dark Thirty,38.306954,2012-12-19,132820716,6.7
885,52000000,"['Romance', 'Comedy']",The Break-Up,26.251217,2006-06-01,204999686,5.6
886,52000000,"['Comedy', 'Romance']",Mamma Mia!,30.780599,2008-07-03,609841637,6.4
887,52000000,"['Comedy', 'Romance']",Valentine's Day,25.41929,2010-02-10,216485654,5.7
888,50000000,"['Action', 'Adventure', 'Comedy']",The Dukes of Hazzard,15.98212,2005-08-05,110803676,5.1
889,52000000,"['Drama', 'History', 'War']",The Thin Red Line,40.072583,1998-12-25,98126565,7.2
890,52000000,['Comedy'],The Change-Up,32.015477,2011-08-05,75450437,5.9
891,82000000,"['Comedy', 'Drama', 'Romance']",Man on the Moon,24.444186,1999-12-22,47434430,6.9
892,52000000,"['Drama', 'Crime']",Casino,40.06688,1995-11-22,116112375,7.8
893,52000000,"['Action', 'Crime', 'Thriller']",From Paris with Love,27.916284,2010-02-05,52826594,6.1
894,52000000,"['Action', 'Comedy', 'Fantasy']",Bulletproof Monk,15.20707,2003-03-28,0,5.1
895,51000000,['Comedy'],"Me, Myself & Irene",39.001682,2000-06-22,149270999,6.1
896,51000000,"['Animation', 'Comedy', 'Family']",Barnyard,10.430832,2006-08-04,72779000,5.3
897,0,"['Comedy', 'Family']",Deck the Halls,5.952527,2006-11-22,47231070,5.1
898,50000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",The Twilight Saga: New Moon,94.815867,2009-03-15,709827462,5.6
899,60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Shrek,67.298732,2001-05-16,484409218,7.3
900,50200000,"['Science Fiction', 'Thriller', 'Romance']",The Adjustment Bureau,26.60772,2011-03-03,127869379,6.5
901,48000000,['Adventure'],Robin Hood: Prince of Thieves,28.803729,1991-06-14,390493908,6.6
902,50000000,"['Comedy', 'Drama', 'Romance']",Jerry Maguire,27.039636,1996-12-06,273552592,6.7
903,50000000,"['Comedy', 'Fantasy']",Ted,68.87691,2012-06-29,549368315,6.3
904,50000000,"['Comedy', 'Romance']",As Good as It Gets,37.885022,1997-12-19,314178011,7.2
905,50000000,"['Comedy', 'Drama']",Patch Adams,35.537397,1998-12-25,202292902,7.0
906,50000000,['Comedy'],Anchorman 2: The Legend Continues,38.125008,2013-12-18,173649015,6.0
907,50000000,"['Comedy', 'Romance']",Mr. Deeds,18.121404,2002-06-28,171269535,5.6
908,50000000,"['Thriller', 'Science Fiction', 'Mystery']",Super 8,37.069253,2011-06-08,260095987,6.6
909,52000000,['Drama'],Erin Brockovich,30.347332,2000-03-17,256271286,7.1
910,50000000,"['Comedy', 'Romance']",How to Lose a Guy in 10 Days,23.854701,2003-02-07,177371441,6.3
911,50000000,"['Crime', 'Comedy', 'Action']",22 Jump Street,52.380982,2014-06-05,188441614,7.0
912,60000000,"['Horror', 'Romance']",Interview with the Vampire,50.163785,1994-11-11,223664608,7.2
913,70000000,['Comedy'],Yes Man,43.849351,2008-12-09,225990978,6.4
914,50000000,"['Action', 'Comedy']",Central Intelligence,45.318703,2016-06-15,216972543,6.2
915,0,"['Drama', 'Romance']",Stepmom,16.368283,1998-12-25,0,6.9
916,50000000,['Comedy'],Daddy's Home,38.616744,2015-12-25,242786137,5.8
917,50000000,"['Fantasy', 'Comedy', 'Music']",Into the Woods,65.90161,2014-12-25,212902372,5.6
918,45000000,"['Crime', 'Drama', 'Thriller']",Inside Man,45.220386,2006-03-23,184376254,7.3
919,90000000,"['Drama', 'Action', 'Thriller', 'Crime']",Payback,17.457947,1999-02-05,161626121,6.7
920,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Congo,10.755847,1995-06-09,152022101,5.0
921,50000000,"['Drama', 'Comedy', 'Family']",We Bought a Zoo,38.629763,2011-12-22,120081841,6.5
922,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Knowing,32.693093,2009-03-19,155446362,5.9
923,50000000,['Comedy'],Failure to Launch,18.806031,2006-03-10,88715192,5.5
924,50000000,"['Drama', 'Horror', 'Thriller']",The Ring Two,32.233713,2005-03-17,161451538,5.4
925,50000000,"['Comedy', 'Drama', 'Romance']","Crazy, Stupid, Love.",37.990705,2011-07-29,142851197,7.0
926,50000000,"['Animation', 'Comedy', 'Family']",Garfield,17.667826,2004-06-10,200804534,5.2
927,60000000,"['Comedy', 'Family']",Christmas with the Kranks,9.225166,2004-11-24,0,5.2
928,50000000,['Drama'],Moneyball,46.180421,2011-09-22,110206216,7.0
929,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Outbreak,30.397496,1995-03-10,189859560,6.3
930,50000000,"['Action', 'Thriller', 'Mystery']",Non-Stop,83.295796,2014-01-26,222809600,6.8
931,50000000,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",Race to Witch Mountain,23.935053,2009-03-12,106303988,5.5
932,54000000,"['Action', 'Thriller', 'Fantasy']",V for Vendetta,84.630969,2006-03-15,132511035,7.7
933,50000000,"['Action', 'Adventure', 'Comedy', 'Western']",Shanghai Knights,16.251204,2003-02-06,88323487,6.0
934,50000000,"['Adventure', 'Animation', 'Comedy', 'Family']",Curious George,9.894346,2006-02-10,69834815,6.2
935,50000000,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",Herbie Fully Loaded,12.050755,2005-06-22,66002004,5.1
936,50000000,['Thriller'],Don't Say a Word,11.596207,2001-09-28,100020092,6.0
937,50000000,"['Fantasy', 'Horror', 'Action']",Hansel & Gretel: Witch Hunters,53.02787,2013-01-17,224803475,5.7
938,50000000,"['Thriller', 'Drama']",Unfaithful,14.382253,2002-05-10,119137784,6.3
939,50000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",I Am Number Four,43.450266,2011-02-18,144492830,5.9
940,50000000,"['Drama', 'Thriller']",Syriana,16.871194,2005-11-23,94000000,6.3
941,50000000,"['Action', 'Drama', 'History', 'Thriller', 'War']",13 Hours: The Secret Soldiers of Benghazi,42.526529,2016-01-13,69411370,7.0
942,50000000,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",The Book of Life,34.890999,2014-10-01,97437106,7.3
943,45000000,['Thriller'],Firewall,18.186026,2006-02-10,82800000,5.6
944,50000000,"['Crime', 'Drama', 'Thriller']",Absolute Power,13.576765,1997-02-14,50068310,6.4
945,50000000,"['Action', 'Drama']",G.I. Jane,19.434672,1997-08-22,48169156,6.0
946,50000000,"['Drama', 'Thriller', 'Mystery']",The Game,62.925175,1997-09-12,109423648,7.5
947,50000000,"['Horror', 'Mystery']",Silent Hill,32.927994,2006-04-21,97607453,6.3
948,0,['Comedy'],The Replacements,14.837288,2000-08-07,0,6.1
949,50000000,['Comedy'],American Reunion,39.920035,2012-04-04,234989584,6.1
950,50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",The Negotiator,28.725621,1998-07-29,44547681,6.8
951,50000000,"['Action', 'Thriller']",Into the Storm,20.566554,2014-08-06,160602194,5.8
952,50000000,"['Action', 'Comedy', 'Crime']",Beverly Hills Cop III,20.333953,1994-05-24,119208989,5.5
953,50000000,"['Comedy', 'Horror', 'Fantasy']",Gremlins 2: The New Batch,33.98637,1990-06-15,41482207,6.2
954,50000000,['Drama'],The Judge,42.472324,2014-10-08,83719388,7.2
955,50000000,"['Action', 'Thriller']",The Peacemaker,15.931084,1997-09-26,0,5.8
956,45000000,"['Horror', 'Action', 'Science Fiction']",Resident Evil: Apocalypse,29.880122,2004-09-10,129394835,6.1
957,50000000,"['Comedy', 'Romance']",Bridget Jones: The Edge of Reason,28.803802,2004-11-10,40203020,6.1
958,50000000,"['Thriller', 'Crime', 'Drama']",Out of Time,14.993459,2003-10-03,55495563,6.1
959,50000000,"['Action', 'Thriller']",On Deadly Ground,9.114168,1994-02-18,49000000,4.5
960,50000000,"['Adventure', 'Family', 'Science Fiction']",The Adventures of Sharkboy and Lavagirl,12.31101,2005-06-10,69425966,4.4
961,40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']",The Beach,41.362082,2000-02-11,144056873,6.3
962,50000000,"['Drama', 'Comedy', 'Romance']",Raising Helen,13.298205,2004-05-27,49718611,5.9
963,40000000,"['Action', 'Crime', 'Thriller']",Ninja Assassin,19.085403,2009-09-29,60462347,6.2
964,50000000,"['Drama', 'Romance']",For Love of the Game,9.622345,1999-09-17,0,6.3
965,50000000,"['Drama', 'Thriller', 'Crime']",Striptease,11.106006,1996-06-28,113309743,4.4
966,50000000,"['Family', 'Comedy']",Marmaduke,12.25622,2010-06-04,83761844,5.0
967,50000000,"['Drama', 'Fantasy']",Hereafter,13.365715,2010-10-15,105197635,5.8
968,50000000,"['Crime', 'Drama', 'Thriller']",Murder by Numbers,16.167093,2002-04-19,56714147,6.0
969,50000000,"['Action', 'Adventure', 'Crime', 'Thriller']",Assassins,23.073933,1995-10-06,30303072,6.0
970,50000000,"['Crime', 'Drama', 'Thriller']",Hannibal Rising,6.567065,2007-02-06,82169884,6.0
